,review,sentiment
1464,"When I saw this movie, I was amazed that it was only a TV movie. I think this movie should have been in theaters. I have seen many movies that are about rape, but this one stands out. This movie has a kind of realism that is very rarely found in movies today, let alone TV movies. It tells a story that I'm sure is very realistic to many rape victims in small towns today, and I found it to be very believable(which is something hard to find in other rape centered movies). I also thought that Tiffani Theissen and Brian Austin Green were awesome in the parts that they played. I definitely recommend this movie to anyone who enjoys movies that have a bit of a harsh reality to them. I enjoyed it very much.",positive
1465,"""Tales from the Crapper"" is gory, disgusting, tasteless, offensive, lowbrow and scatological. But that's OK, I was prepared for all that from my previous Troma experiences. What I WASN'T prepared for is that it's also witless, unfunny and boring. Very little of the genuine anarchic spirit of films like ""Class of Nuke'em High"" has remained intact; in its place, we get ENDLESS fart jokes (to the point where you start wondering if Lloyd Kaufman is going senile, thinking that adults find loud farting so darn hilarious!) and a cynical, shameless exploitation of the viewer, who is essentially investing time and money to see a ""film"" that even Kaufman himself seems to know should never have been released in the first place. Oh yes, there is plenty of female nudity on display, but let's face it: the average porn film probably offers a better storyline, higher production values, funnier humor, and above all more RESPECT for its intended viewer than this atrocity. <br /><br />P.S: Kelly Powers AKA Suzi Lorraine (the blonde lesbian student in the ""How to make your own movie"" segment) is one of the most beautiful women I have ever seen.",negative
1466,"Two days ago I got a chance to watch this movie on Cable (TV-Asia). I have been very disturbed since then. The movie ""Baghban"" has been very successful in portraying only one side of the real life. It is highly partial towards parents. Have you ever thought of other side (kids)?? There are few parents in this world who just give birth to their kids but don't give right parental care. I am a victim of that. Why do you (parents) want to have 5 kids in your life if you are merely making only Rs 2000 per month? I was made to work on streets along with my siblings. I have no idea how I managed to reach IIT from there. It has been a long time since then but still I don't believe. Now I am a research scientist here in USA. I have provided all the necessities to my parents along with care by my two brothers who stay along with them. They could not provide basic things to us when we were kids. I find this movie very resentful. Its very partial. It has hurt my sentiments very deeply. I strongly urge the producer/director of this movie to look at the Indian society in other point of view also and make another movie. I can be reached at john_simension@yahoo.com",negative
1467,"The 1973 musical version of LOST HORIZON is the most wonderful endearing and campy musical films of ALL TIME. The 1973 musical remake of the James Hilton novel about mythical SHANGRI-LA! is a real special gem. Music by BURT BACHARACH and lyrics by HAL David. A strange mixture of straight drama, adventure and musical sequences. It has the distinction of being the ONLY anti war musical fantasy ever filmed. <br /><br />This film was a critical and financial disappointment in the United States, but made a lot of money overseas. Only in America did it fail. Highly different and unique in it's approach as a film musical, it deserves far better credit than it's given. As a story, LOST HORIZON is an incredible adventure and both the 1937 Frank Capra film and this 1973 musical are faithful adaptations of the James Hilton novel. What I like about the 1973 version is the freedom in which the musical numbers are presented. The film has a prestigious cast and a gifted director and cinematographer. This is a BURT BACHARACH Shangri-La and it's a wonderful place. Songs like THE WORLD IS A CIRCLE, SHARE THE JOY and LIVING TOGETHER, GROWING TOGETHER evoke a happiness that Hilton wrote about in his novel. Why shouldn't Shangri-La be a slightly goofy place? The two love songs, I MIGHT FRIGHTEN HER AWAY and the deleted I COME TO YOU are the sensitive spots in the picture. There's a peacefulness and soft spoken quality in both these songs that is very much keeping with the philosophy of the story. Moreover, THE THINGS I WILL NOT MISS is a good duet with a strong melody. It's a nice exchange of different types of perspective and who can fault with Olivia Hussey and Sally Kellerman stomping, singing and dancing on tables? They're a wonderful team and the number is well staged. <br /><br />I always found it interesting in this story how the High Lama kidnaps someone from the outside world to take his place in Shangri-La. The character of the High Lama is a gentle soul but somewhat radical in his view of mankind as a whole. He has no hope for the world outside of Shangri-La. If this film were to be remade today, it would be interesting to see more emphasis put on the leading character, RICHARD ONWAY'S conflict with what he left behind in the outside world as opposed to what he's found in Shangri-La.<br /><br />Of course, for the film to be believable, the character of RICHARD CONWAY must be presented as suffering amnesia at the end, like he was in the book. Neither film versions of LOST HORIZON were faithful to the novel in that regard. Did Conway find Shangri-La or was it imagined? Did they all die in the plane crash? Every man has his own idea of what his Shangri-La would be. The conflict with Conway wanting to believe in Shangri-La and returning to his old life in the outside world is powerful. I like the melancholy on the faces of Kellerman, Kennedy and Van as they watch their friends leave the mystical valley. Interesting how Conway doesn't want to leave paradise, but is being pressured out by his brother. Both versions of LOST HORIZON work in different ways, but both are successful in probing James Hiltons ideas of a hidden valley where money has no value and moderation is the rule. So in a sense it's anti capitalism in it's theme where as money and materialism is not the motivation. Human kindness, decency, compassion, courtesy, etiquette and living harmoniously with each other is the rule. <br /><br />LOST HORIZON has a much stronger story than most musicals. It attempts to answer the basic fundamental questions of life and one can hardly fault it for not succeeding. One has to remember that LOST HORIZON in 1973 was post CABARET. It was no longer fashionable for characters to break out in song in a musical, much less to be dubbed by other singers. LOST HORIZON was an easy target for jaded critics. The expectations for it were high, almost unreasonable. There were two targets to be hit, the producer, ROSS HUNTER and BURT BACHARACH and the critics were out to get both of them. Ross Hunter had enjoyed decades of financial success as a producer and LOST HORIZON was his follow up film to his 1970 blockbuster AIRPORT That film was Universals biggest moneymaker up to that time and the success of that picture triggered a decade of disaster films. For years AIRPORT was the most watched film ever to be shown on television. It was nominated for 11 Academy Awards including Best Picture. At the time, Burt Bacharach and Hal David were the most successful songwriters in the country. The unabashed sentimentality of LOST HORIZON hardly had a chance in the wake of the breakdown of censorship in films like EASY RIDER, MIDNIGHT COWBOY and THE GODFATHER. Sex and violence was a new frontier in the late 60's and early 70's Audiences were flocking to films with content that they were not use to seeing on the screen. Lavish musicals were no longer well received no matter how well they were made. Today LOST HORIZON can be enjoyed and appreciated on several levels. It's the ultimate escapist film with a strong story, wonderful music, an expensive budget and some quirky humor. It's unconventional in the sense that the music is not introduced until 45 minutes into the film. It changes course mid way when the mystical valley is introduced and why not? LOST HORIZON '73 is a heavenly film that deserves rediscovering. A lost and legendary treasure deserving far better than it's reputation.",positive
1468,"This odd little film starts out with the story of Bruno (Alex Linz) in a catholic school who has no friends and gets beat up everyday. He likes to wear dresses and his obese mother Angela who is a dressmaker doesn't think their is anything wrong with what her son likes. Angela complains to Mother Superior (Kathy Bates) but gets ignored and as the two of them walk back to they're car they are harassed by the other kids and are pelted with eggs. Bruno's father Dino (Gary Sinise) is divorced from Angela and is totally disgusted by his son being a sissy and practically disowns him. Bruno meets a new student at school named Shawniqua (Kiami Davael) who is a free spirit and dresses like Annie Oakley with cap pistols. Angela has a heart attack and Bruno's grandmother steps in to take care of him when Dino refuses.<br /><br />The film starts out with a very hard and unsympathetic look at all the characters involved. Angela has a great deal to do with Bruno wearing dresses as she practically encourages him. Dino was told when he was a young boy by his mother that he was a sissy because he liked opera and now he refuses to help Bruno when he needs it. The catholic school that Bruno attends is very unruly and all the kids run rampant and even call Shawniqua the ""N"" word. Once Shirley MacLaine steps in the film shifts and becomes more family oriented (So to speak). ****SPOILER ALERT**** The ending after the spelling bee is incredibly contrived and ""feel good"". Hugs and cheers for Bruno as reporters follow him and take his picture for their papers. All the while Shirley MacLaine is acting like the ""tough old broad"" who snaps at everyone. There is one thing about MacLaine's character in the film that no one has mention in these comments and it has to do with the masculine nature of her. I think the character of Helen might be a lesbian! She's very tough and strong and at one point in the film she shares a shot of whiskey with Bruno and smokes a cigar at the same time. I don't remember anyone in the film mentioning who her husband was or if she was ever married at all! This is why I think her character might be gay. Lots of other good actors appear in the film as well. Joey Lauren Adams, Jennifer Tilly, Brett Butler, Gwen Verdon and Lainie Kazan all should have taken a better look at the script before they signed on. I guess when they heard that MacLaine was directing that it would be an honor to be part of it. Very difficult to feel any remorse or understanding towards any of the characters and the subject matter is probably impossible for most to relate to. The actors are not bad but what exactly was MacLaine aiming for? Tolerance towards a young boy who wants to wear dresses and freedom of expression? We get that in the first 10 minutes, the rest of the time I was trying not to cringe.",negative
1469,"Be prepared for the Trip to Haneke's ""La pianiste""...The psychological sickness of the main character, wonderfully played by Huppert, goes beyond any limit you could expect. The most stunning part of it is that you start feeling compassion for the character Erika. Trash-Sexuality (no nudes scenes though), perversion, masochism, incestuous relations...Haneke gives us a crude meal, heavy to digest; sometimes, the only way you can escape the extremism of some scenes is to start laughing at it. The ""mise en scène"" is maybe not the most appealing part of the movie, it has obvious austro-germanic, sometimes scandinavian notes : static, long scenes, but never boring. The vienna settings, the french language used, make the whole look like a european blend. The permanent germanic music Background (Schubert) is beautifully chosen. Above all, both of the Cannes awards for best actors are well deserved: one of the greatest performance of the year by one of the greatest french actress ever.",positive
1470,"Having loved 'Paris, Je T'aime', I highly anticipated this film and I admit I went in with high expectations, but was sorely disappointed for a number of reasons.<br /><br />Although, I was not expecting a re-make of 'Paris' in New York I was expecting the same structure. What I liked about 'Paris' was the breakup of the neighborhoods. You got a sense of each directors style and the story they wanted to tell. In 'NY', there is no clear separation of the stories, at different points in the film, characters from different stories run into each other which made me confused as to who I was watching and what exactly was going on. Also, the switch in directing was evident but confusing since there was no flow.<br /><br />Another thing I loved about the 'Paris' film was the different takes on love. It wasn't all romantic. There was love between parents and their children, unrequited love, a lonely, middle-aged woman yearning for love etc., it explored so many layers of the complexity of love between humans. 'NY' seemed to only go for an edgy, over-the-top sexuality. There were some redeemable shorts (the older couple having spent a lifetime together, Julie Christie's short), but overall the'NY' film didn't evoke any emotion for me. I didn't connect with any of the characters like I did with 'Paris'. I remember watching 'Paris' and feeling a deep sadness, loneliness, yearning, hopefulness, wonder... it just had so much soul. For me, there was no soul in the 'NY' film.<br /><br />Maybe if I had gone into it without having 'Paris' looming in the back of my brain as a comparison this film might have elicited a more favorable response, but as a self-titled re-take of 'Paris, Je T'aime' I was sorely disappointed.",negative
1471,"Murders are occurring in a Texas desert town. Who is responsible? Slight novelties of mystery and racial tensions (the latter really doesn't fit), but otherwise strictly for slasher fans, who will appreciate the gore and nudity, which are two conventional elements for these films.<br /><br />Dana Kimmell (of FRIDAY THE 13TH PART 3 infamy) stars as the bratty quasi-detective teen.<br /><br />*1/2 out of ****<br /><br />MPAA: Rated R for violence and gore, nudity, and some language.",negative
1472,"Astounding.....This may have been A poor attempt at remaking the already recreated Omen Movie, but I sure enjoyed it.<br /><br />That last Man who commented is a fool, This Movie was one of a kind, And the Music Dark, Jerry Goldsmith Himself, would had applaud this Movie.<br /><br />Great recommendations from Myself to Watch or Buy this Film.<br /><br />I collect horror Movies and Soundtracks, So listen to what I have to say, not that other idiot.<br /><br />There is only one thing that do not fascinate Me, the endings.<br /><br />According to Prophecy it is all inaccurate, Including Final conflict, and Left behind.<br /><br />But My conclusion being.... There great Movies...and should be seen, before the Great Depression falls upon Us, and Before the Democrats Take over the Presidency too.<br /><br />So Signed....Jacob Eder...A Farmer, with A Mastermind.",positive
1473,"Forget Samara/Sadako and Jason...<br /><br />Horror has a new name : GRANNY. The plot is simple but efficient. The actors are good (two thumbs up for ""Michelle"" and the killer) and the dialogs are even quite clever. From the beginning to the end, the action will leave you breathless, you just can't escape it... There is blood, awful murders, funny moments, and a sense of perversity that goes far beyond any rule. ""Deja vu"" ? Surely NOT : ""Granny"" is not another slash movie, it's truly a classic of its own... It deserves the success it had and there's even more success to come with its re-release. Congrats!",positive
1474,"You can call this one a flop, and that's a very big one too! Quality isn't associated with the words National Lampoon, but at least the Vacation and Animal House entries were fun, but this offering has got to be their most inane feature to date that I've watched. Ugh! The three piece story crazily attempts to parody the clichés and stereotypes that flooded Hollywood genre films, which turns out to be completely unfunny and boorish dross.<br /><br />""Growing Yourself."" - Jason a corporate lawyer decides to quit his job and split up with his wife so they both can grow and do what they always wanted to do. That's life, as Jason sees it and he takes over looking after the children, but his decision to follow this path might not be the right one.<br /><br />Talk about leaden, boring and stiff. There only real interest is the small performance of the lovely Diane Lane. The satirical element here seems to be pointing out something than actually just delivering it. The silly humour is strained, flat and particularly senseless. Peter Riegert's keeps it very deadpan in the lead role and Teresa Ganzel bubbles along in her role.<br /><br />""Success Wanters"" - After just finishing collage Dominique Corsair gets a job as a stripper and is rape with some butter by the Dairy Company Presidents. For payback she becomes interested in the margarine industry and virtually works her way to the 'very"" top.<br /><br />Probably the best one of the three, but the competition wasn't too great. The gags seem to want go more subtle with its sexual and power orientated tone, but still they do feel more tacky and forced. The idea had something promising and inventive to build on, but the languid pacing begins to wear thin by the end and disastrous dialogue don't do it any favours at all. The humour tries, but more often doesn't come off, despite the hunger. The seductively Ann Dusenberry is pretty cold and manipulative throughout (well after the painful ordeal) and likes to gracefully bare it all quite a bit. Even the skimpy stripper outfit seems to get full workout for the opening half of the story. Popping up in amusing minor cameos ranged from Dick Millar, Mary Woronov, Olympia Dukakis, Fred Willard, Robert Culp and a favourite turn by Joe Spinell.<br /><br />""Municipalians"" - A serial killer who leaves copies of his driver's licence behind after each murder, is being tracked down by an enthusiastically naive rookie cop and his old grizzled partner. However the young cop learns that being tough is the only way to go, when the pair encounter one situation after another.<br /><br />Stupid! Oh yeah. Sure if you're going to spoof something extremely over-the-top, make sure laughter will stream off it. Obviously they forgot that! Even at its 30 minutes running, boy does it drag! Robby Benson's gratingly mock performance got rather overbearing with a wearied Richard Widmark doing very little as his partner. Christopher Lloyd underplays the role of serial killer, but his creepily wry and sympathetic performance works well and pretty much shows up the other leads. Elisha Cook Jr., Rhea Perlman and Harry Reems appear. When the jokes come, they truly feel out of sync and get rather stale with its repetitiveness of making fun of these cop clichés.<br /><br />In all, the idiotic material laced with its skits comes across as disposable, and the unbearable script is basically inept and witless. Only one or two few gags make it out each segment, but really there's too many cheap stinkers or plain misses which stick in your head. This is because it virtually becomes what it's trying to poke fun at and this basically shows in each story. It loses sight. The performances range from hot to cold, but who can't deny the embarrassment that's felt on most of their faces. Director Bob Giraldi's first taste is a vapid one for ""Growing Yourself"" , but ""Success Wanters"" showed some minor flourishes of mild effectiveness. Henry Jaglom does a labouredly jaded job on ""Municipalians"" . Rick Meyerowitz's vividly crass drawings that opens the film, are neatly devised and go on to set the style and mood.<br /><br />This low-brow comedy flunks it by overplaying it, with the main interested being derived by the familiar cameos. But really, is it worth going through this putridly lame and restless get-up, just to spot them. Well, that's up to you.",negative
1475,"This movie is true action at its finest, It doesn't get any better then this. This is one of those movies that you can just kick back and watch some real good non stop shooting and killing plus there are some excellent lines to go along with all of this. My favorite is there is a one bad guy who is breaking into this old couples home and he is stealing a TV or something and he goes right up to them and yells ""I will come in here anytime i like!!!"" and right before he jumps out the window he yells ""Anytime!!!"" I mean this is just classic stuff all the way around so you got a choice, you can watch that crappy Will Smith try to go an action film or you can watch one of the Masters Charles Bronson!!!!",positive
1476,"This movie is funny and suitable for any age. It is definitely family-type entertainment. The cast does a fine job playing folks in the mid-western town of Big Bean, Illinois. Where we must assume nothing ever happens since the excitement (pre-invasion) of the decade is the new (and only) exit ramp from the Interstate. The location appeals as suitably boring and totally unlikely for the invasion of earth by Martians. But these Martians are totally inept, despite being well-equipped with an arsenal of suitably ghastly and deadly weapons... including one set on eradicating the Martians, too! The Martians dead-pan their lines and throw in just the right accents to make us the viewers and the locals wish to help them... leave earth. J. J. Anderson playing the very young Halloween carnivorous duck has just great lines. Watch this movie for laugher and entertainment; thought-provoking it isn't. But subtle and enjoyable it is.",positive
1477,"If you want to checkout a good Jason Scott Lee film, I recommend the following:<br /><br />Dragon: The Bruce Lee Story<br /><br />Rapa Nui<br /><br />""Timecop 2: The Berlin Decision"" is an awful film. Awful production values. Awful acting. Awful script. I would not recommend this film to be watched by anyone who seriously believes that tripe like this is quality entertainment or advances Asian American awareness in Hollywood (This film does neither.).<br /><br />I would at the very least say that this film is passable entertainment on a rainy day if you ever come across it while channel surfing. If you are curious, perhaps a rental from Netflix, but this film is definitely not for keeps.<br /><br />If you are one of the few people who watched this film as a means to raise your Asian American film awareness, and came away disappointed, then I recommend the following films for your personal viewing. These are well-written films with high production values that feature a talented cast of Asian American actors:<br /><br />Better Luck Tomorrow <br /><br />Mulan",negative
1478,"Can I give this a minus rating? No? Well, let me say that this is the most atrocious film I have ever tried to watch. It was Painful. Boringus Maximus. The plot(?) is well hidden in several sub-levels of nebulosity. I rented this film with a friend and, after about thirty minutes of hoping it would get better, we decided to ""fast forward"" a little to see if things would get any better. It never gets better. This film about some dude getting kidnapped by these two girls, sounds interesting, but, in reality, it is just a bore. Nothing even remotely interesting ever happens. If you ever get the chance to watch this, do yourself a favor, try ""PLAN NINE FROM OUTER SPACE"" instead.",negative
1479,"Just to save you the $3, or whatever it costs to rent movies at your local video store, and the anguishing hour-and-however-long-this-movie-is here's a simple plan. Go over to a friend's house, talk them into renting The Pest for you, watch the first 30 seconds or so and then make up some excuse to leave. The opening sequence is really funny, definitely worth watching. Unfortunately, the other 99% of the movie is horrible. Without the shower scene at the beginning this is one of the worst movies of all time.",negative
1480,"It was full of plot holes, inaccuracies (doesn't the time-clock stop for injured players or loss of helmets in Texas football games?) and not so much redemption (So Your Dad Beats the Crap out of You? Well, do something right for once and then he will Love You and make it all worthwhile).<br /><br />Either make the movie about a team and its quest for a championship OR make a movie about a player within a team and his personal struggle but instead, this movie tried to do it all and came up more than a couple yards short. The book probably showed the whole story much better; the movie should have picked one element of the story and stuck with that.<br /><br />Instead, the movie jumped from one character dialogue to flashes of game play and then another character dialogue months later without actually telling you who people were or why they were important--the QB calling his sibling to take care of the mother--whatever happened with that? Because the mother was coherent by the end of the final game, does that mean she's not crazy anymore? Its one redeeming quality was the soundtrack. Buy that and then watch SportsCenter highlights while Iggy Pop plays in the background.",negative
1481,"You will marvel at the incredibly sophisticated computer animation, and the novelty probably won't wear off on the first, second or third viewing, but you?ll be drawn in by the characters which are so simple yet intriguing, that you may find yourself actually caring for them in an unexpected way, which may or may not make you feel a little childish due to the medium.<br /><br />Disney continues to firmly hold the title of ""Greatest Animation in the World"", with ""A Bug?s Life"" standing as one of their greatest achievements. One of the innovative attachments being the delightful ""out-takes"" added to the end of the film. The DVD has two sets of these out-takes where as I?m told the VHS cassette has one alternating version per tape. The DVD also features ""Gerry?s Game"" which is a delightful little PIXAR short that was also shown prior to the film in theaters.<br /><br />This is by far the superior insect-film in comparison to Dreamworks? ""Antz"", which in all fairness is pretty good, but lacks something in the animation and in the story development and characters. If you look at the star voices of both films, ""Antz"" is largely cast with big name ""movie"" stars with a few familiar ""TV"" star voices, where ""A Bug?s Life"" is just the opposite, loaded with ""TV"" stars with Kevin Spacey as the only stand out exception. But the difference in quality is distinct and obvious.<br /><br />Dreamworks can?t be blamed or surprised though, when you go head to head with Disney, you have your work cut out for you. This is the kind of film that almost makes me wish I had children to share it with. Don?t think for a second that this is just a movie for kids, though.",positive
1482,"""The China Syndrome"" could not have been released at a better time: twelve days after its release, the infamous screw-up in Three Mile Island happened. But even if that (and/or Chernobyl) had never happened, this movie remains an important look at what could happen through mismanagement of nuclear facilities. Jack Lemmon turns in a five star performance as the supervisor trying to expose a cover-up at his nuclear plant, with Jane Fonda playing the reporter trying to investigate, and Michael Douglas plays her cameraman.<br /><br />I don't know whether or not the current threat of a terrorist attack makes ""The China Syndrome"" more disturbing, but either way, it's still definitely a movie that everyone should see.<br /><br />I hope that those people who spent years pushing nuclear power saw this movie just so that they could know that their views and ideals are completely defunct.",positive
1483,"This is a classic animated film from the cartoon series! Most of the major characters get alot of screen time plus do extra characters aswell! The film`s focus is on the superstar characters vacation and each one has his/her very unique summer fun! Its very funny from beginning to end! It has excellent color, great music and believe it or not I have seen this more than any movie. Its that great and in MY opinion its perfect!",positive
1484,"Lets enter the world of this movie for a second, so you can better understand the type of movie we are dealing with here.<br /><br />Edison is one of those really stupid movies where the bad guy and his goons have been letting loose 50,000 bullets shooting at the good guy behind walls and pillars, shouting at them, and then finally get to the good guy face to face and instead of killing him......instead of wasting this guy that has caused you SO MUCH grief....instead of just walking up and POP!.....What do you do? The bad guy.....he talks to him. He grabs the good guy and talks to him while holding his gun. THEY HAVE NOTHING TO TALK ABOUT! SHOOT HIM! SHOOT HIM NOW! But he talks to him anyway. Oh another thing. At the end, a newspaper says ""PULITZER PRIZE WINNER STORY RIGHT HERE"" or something right above on a front page of a paper, when its like the first time the story is printed. So how in the heezy did someone win a Pulitzer for it that fast? Yea, you know those types of stupid movies? Yea well that's Edison in a nutshell.<br /><br />You get Mr cool Morgan Freeman and shifty eyed tough Kevin Spacey who both phone in their roles completely, LL Cool J who scowls literally every single moment of the movie,while proposing to his girlfriend in a damn night club of all places,and who's last line ""Duck"" was something from like a lethal weapon movie that was never made... and Justin Timberlake whining and spewing nonsense every time he talks, little cocky bastard.The only bright spot was a crazy Dylan McDermott doing his best ""Denzel from Training Day"" impression, which was pretty entertaining.<br /><br />Oh yea so whats the movie about? Eh, something about scandals involving the city Edison's fictional special unit police force called ""F.R.A.T. (I swear I'm not making this stuff up) which was supposed to be a obvious play off of S.W.A.T. Anyway little journalistic super singer boy Justin Timberflake smells something foul afoot after a murder involving 2 undercover cops from FRAT, and he goes scurrying off looking for a story, gaining his boss' (Freeman) trust along the way while they both unravel something even bigger and sinister than what they both thought. blah blah blah. Its like a bootleg pelican brief meets a halfassed training day.The pacing was slow and off, the script was horrible, and the acting was extremely uninspired. It jumped everywhere without going anywhere. People get put in comas and you forget about them. Everyone in this movie just didn't THINK. Damn what a stupid movie. Its becoming harder to write any sort of review for it because the movie left my brain the second it ended...No lie Basically, do NOT waste your time!",negative
1485,"Wow, not only is this film a ""new lesson in real bad taste,"" but also a lesson in ""real bad film making."" Don't get me wrong, I appreciated the concept of 'Zombie '90: Extreme Pestilence,' but at the same time one must realize when a movie is terrible. In case you missed out on the storyline, the plot of 'Zombie '90' is about a government plane carrying toxic chemicals that so happens to crash into the wilderness, causing the chemicals to spill, turning locals into hideous looking zombies. The next thing you know, zombies are all over the city eating people alive, while a goofy-looking doctor and a government agent are trying to figure out the disease that's making these people eat one another - hence the name ""Extreme Pestilence."" From then on, all we see is zombies having a field day on every local in sight - nothing but extreme and sickening disembowelments and dismemberments accompanied by endless buckets of guts and gore. Since this is a German film, the film had to be dubbed into English and when you're not laughing at the feeding frenzies of the zombies, the voice-overs are quite hilarious and entertaining as well. As user UnratedX mentioned *SPOILER* *SPOILER* *SPOILER*, there is a scene in the film that crosses the line between what's acceptable and not acceptable, hence the scene in which a woman, who is carrying her infant baby, is being wheeled around in her wheelchair by some dude and a horde of zombies come out of nowhere and attack them. One zombie grabs the baby and rips it into pieces, eating its organs as you hear the baby crying. Wow, that is a new lesson in REALLLLLLLLLY bad taste. Atrocious I tell you, atrocious.",negative
1486,"Sitting down to watch the 14th season of the Bachelor (""On the Wings of Love""), I knew I would be in for an ""interesting"" time. I had watched some of the previous seasons of the Bachelor in passing; watching an episode or two and missing the next three or so. I find that the Bachelor is often appealing and intriguing, though its quality and morality are often lacking.<br /><br />""On the Wings of Love"" details the journey taken by Jake, a 31 year old commercial pilot from Dallas, Texas, to find true love, as true a love as one can find in a season-long reality-drama dating show. Jake meets 25 beautiful girls from all over the country. He begins to get to know them a bit, but it is mostly superficial; how well can you get to know someone in a few 5 minute conversations? Jake tries to make his true intentions known from the very beginning, at least to the audience. He noted that he doesn't just want love or a good time, but he wants a fiancé or wife. We can only assume that he has made this clear to the women in the competition as well. If that is the case, it might explain, to a degree, some of the women's actions. The women are super competitive. While they don't even know Jake at all yet, they are still in it to win it no matter what the cost.<br /><br />Not only were the women competitive, but they were also confident and catty. Threats, backstabbing, and warnings of ""Watch out!"" all show that these women weren't there for a good time either. Jake noted that he was not just looking for sex appeal, but looking for ""a connection."" However, the girls pulled out all the stops to try to impress Jake with said sex appeal. They arrived at the mansion in skimpy dresses  either low-cut or short.<br /><br />While some girls seemed to maintain their sense of decorum, others missed that memo altogether. One girl, Channy, noted that Jake was a ""good guy"" to whom she could be a ""naughty girl."" She went on to say that Jake could land on her ""runway anytime."" She got flack from the other girls for her provocative statement which showed their take on these situations.<br /><br />So, a reality dating show couldn't be that bad, could it? Besides the obvious issue of sex-driven attraction, there are other issues that mar this seemingly harmless show. Is this the right way to find a future mate; vying for someone's attention by flaunting oneself to extreme proportions? Unfortunately, however, that is what America has reduced dating to these days: pleasure and sex without commitment and a little happiness on the side.<br /><br />Another problem is the premature emotional attachment by which many of the girls bound themselves to Jake. A few girls in particular seemed to be overly attached. One girl said ""If I don't get that first impression rose it will kill me!"" As mentioned before, they don't even know him yet and she was talking about a specific rose, not just one of the 15 roses to keep from being eliminated.<br /><br />Michelle, in particular, seemed to have some issues with attachment to Jake. The other girls noticed it too. After one particular Michelle outburst, Vienna asserted that Michelle had a ""mental breakdown and we've only been here an hour."" Michelle got the last rose of the evening on the first show  narrowly missing elimination  and was extremely emotional about it. The other girls thought it was simply ridiculous. Another girl also cried, but because she was eliminated.<br /><br />It began with Survivor, and from there it just took off  reality TV. It shows our entertainment interests as a country; if we weren't watching the shows and giving them good ratings, the networks would not continue to run them. The only logical conclusion that can be drawn is that enough of America is hooked. One thing is clear: America (in general) loves reality TV and its ensuing trappings.<br /><br />This begs me to question: why is it that we even like reality TV? What is it about it that draws us to it? Is it because we see the similarities to our own lives, or is it because we want to be sure that we are more stable and less pathetic than others? Whatever it is that draws us to it, we should be careful of the media and entertainment that we allow to fill our minds. I'm not saying that all reality TV shows are bad; however, I am saying that we need to evaluate each one.<br /><br />Episodes used for critique: Season Premier and Episode 2.",negative
